path,ex0,ey0,ex1,ey1,ex2,ey2,ex3,ey3,ex4,ey4,ex5,ey5,lane
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538973_001147.jpg,0.937,0.013,1.826,0.231,2.671,0.439,3.560,0.658,4.404,0.866,5.294,1.084,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538973_001148.jpg,0.960,0.031,1.851,0.241,2.698,0.440,3.590,0.649,4.436,0.848,5.283,1.047,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538973_001149.jpg,0.969,0.039,1.863,0.236,2.713,0.424,3.607,0.621,4.456,0.808,5.306,0.996,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538973_001150.jpg,0.996,0.038,1.894,0.221,2.746,0.394,3.643,0.577,4.496,0.751,5.357,0.880,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538973_001151.jpg,0.844,0.002,1.744,0.171,2.599,0.332,3.499,0.500,4.354,0.661,5.217,0.777,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538973_001152.jpg,0.856,-0.004,1.713,0.143,2.616,0.297,3.474,0.443,4.376,0.597,5.241,0.698,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538973_001153.jpg,0.884,-0.008,1.744,0.125,2.648,0.265,3.508,0.399,4.413,0.539,5.280,0.627,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538973_001154.jpg,0.911,-0.017,1.773,0.104,2.680,0.231,3.541,0.351,4.403,0.471,5.316,0.553,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538973_001155.jpg,0.938,-0.018,1.801,0.092,2.710,0.208,3.572,0.319,4.435,0.430,5.349,0.501,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538974_001156.jpg,0.934,-0.022,1.798,0.079,2.707,0.185,3.571,0.287,4.440,0.342,5.350,0.449,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538974_001159.jpg,0.948,-0.006,1.859,0.085,2.724,0.172,3.590,0.258,4.505,0.304,5.417,0.396,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538974_001160.jpg,0.789,-0.017,1.701,0.069,2.567,0.151,3.433,0.233,4.349,0.274,5.261,0.360,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538974_001161.jpg,0.813,-0.012,1.725,0.069,2.591,0.147,3.458,0.224,4.374,0.260,5.286,0.342,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538974_001162.jpg,0.853,-0.007,1.766,0.070,2.632,0.144,3.503,0.171,4.415,0.249,5.328,0.326,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538974_001163.jpg,0.861,-0.005,1.728,0.063,2.641,0.135,3.512,0.157,4.424,0.229,5.334,0.346,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538974_001164.jpg,0.900,-0.001,1.768,0.063,2.681,0.130,3.552,0.149,4.465,0.216,5.375,0.329,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538975_001165.jpg,0.891,-0.003,1.759,0.056,2.627,0.114,3.544,0.131,4.457,0.192,5.368,0.299,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538975_001166.jpg,0.915,-0.003,1.783,0.051,2.651,0.105,3.568,0.116,4.482,0.173,5.393,0.275,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538975_001167.jpg,0.938,-0.004,1.806,0.045,2.678,0.049,3.592,0.101,4.506,0.153,5.418,0.250,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538975_001168.jpg,0.915,-0.009,1.830,0.038,2.701,0.037,3.615,0.084,4.527,0.177,5.442,0.224,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538975_001169.jpg,0.923,-0.013,1.838,0.029,2.709,0.023,3.624,0.065,4.536,0.152,5.451,0.194,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538975_001170.jpg,0.946,-0.017,1.815,0.018,2.732,0.009,3.647,0.046,4.560,0.129,5.473,0.211,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538975_001174.jpg,1.005,-0.048,1.876,-0.077,2.792,-0.060,3.706,0.002,4.622,0.019,5.536,0.128,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538976_001175.jpg,0.829,-0.061,1.700,-0.095,2.615,-0.083,3.530,-0.026,4.446,-0.014,5.360,0.089,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538976_001176.jpg,0.806,-0.071,1.722,-0.110,2.638,-0.103,3.553,-0.050,4.469,0.003,5.383,0.101,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538976_001177.jpg,0.813,-0.083,1.729,-0.126,2.644,-0.125,3.560,-0.077,4.476,-0.029,5.391,0.064,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538976_001178.jpg,0.835,-0.139,1.750,-0.142,2.666,-0.144,3.582,-0.101,4.498,-0.058,5.414,0.076,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538976_001179.jpg,0.858,-0.142,1.773,-0.145,2.689,-0.102,3.605,-0.105,4.521,-0.017,5.391,0.117,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538976_001180.jpg,0.896,-0.140,1.812,-0.142,2.727,-0.099,3.643,-0.101,4.559,-0.012,5.429,0.123,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538976_001181.jpg,0.901,-0.140,1.817,-0.143,2.733,-0.099,3.648,-0.056,4.564,0.033,5.434,0.168,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538976_001182.jpg,0.922,-0.141,1.838,-0.144,2.754,-0.101,3.669,-0.057,4.585,0.031,5.456,0.212,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538976_001183.jpg,0.926,-0.142,1.842,-0.144,2.758,-0.101,3.674,-0.057,4.590,0.077,5.460,0.257,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538977_001184.jpg,0.947,-0.143,1.863,-0.099,2.779,-0.102,3.695,-0.013,4.565,0.122,5.481,0.347,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538977_001185.jpg,0.968,-0.143,1.883,-0.100,2.799,-0.102,3.715,-0.013,4.585,0.121,5.456,0.393,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538977_001186.jpg,0.972,-0.144,1.888,-0.101,2.803,-0.057,3.719,0.031,4.589,0.166,5.460,0.437,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538977_001187.jpg,0.992,-0.144,1.908,-0.101,2.823,-0.058,3.739,0.031,4.610,0.211,5.481,0.528,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538977_001188.jpg,0.995,-0.145,1.911,-0.102,2.827,-0.059,3.743,0.076,4.613,0.256,5.484,0.573,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538977_001189.jpg,0.832,-0.144,1.748,-0.101,2.664,-0.058,3.580,0.076,4.450,0.257,5.321,0.573,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538977_001190.jpg,0.069,-0.908,0.112,-1.824,0.109,-2.740,0.061,-3.655,0.059,-4.525,0.056,-5.395,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538977_001191.jpg,0.070,-0.891,0.113,-1.807,0.110,-2.723,0.108,-3.638,0.060,-4.508,0.057,-5.378,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538977_001192.jpg,0.070,-0.875,0.067,-1.791,0.111,-2.707,0.108,-3.622,0.060,-4.492,0.057,-5.408,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538977_001193.jpg,0.071,-0.859,0.069,-1.775,0.112,-2.690,0.109,-3.606,0.061,-4.476,0.058,-5.391,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538978_001194.jpg,0.914,-0.102,1.830,-0.059,2.746,0.075,3.616,0.255,4.487,0.572,5.266,1.026,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538978_001195.jpg,0.933,-0.102,1.849,-0.013,2.719,0.121,3.635,0.347,4.460,0.664,5.240,1.118,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538978_001196.jpg,0.952,-0.103,1.868,-0.015,2.738,0.120,3.609,0.391,4.480,0.753,5.260,1.207,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538978_001197.jpg,0.955,-0.058,1.871,0.031,2.741,0.165,3.612,0.436,4.437,0.845,5.217,1.344,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538978_001198.jpg,0.975,-0.059,1.891,0.030,2.762,0.210,3.633,0.527,4.458,0.935,5.192,1.434,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538978_001199.jpg,0.994,-0.063,1.911,0.069,2.781,0.248,3.653,0.563,4.433,1.016,5.168,1.560,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538978_001200.jpg,0.831,-0.078,1.748,0.050,2.620,0.223,3.493,0.533,4.276,0.981,5.014,1.521,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538978_001201.jpg,0.852,-0.047,1.724,0.076,2.643,0.289,3.473,0.595,4.258,1.039,4.999,1.574,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538978_001202.jpg,0.857,-0.063,1.729,0.055,2.605,0.310,3.483,0.656,4.271,1.095,4.970,1.674,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538979_001205.jpg,0.923,-0.024,1.799,0.126,2.680,0.413,3.475,0.840,4.227,1.360,4.892,1.974,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538979_001206.jpg,0.869,-0.004,1.793,0.183,2.631,0.465,3.429,0.885,4.186,1.399,4.857,2.054,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538979_001207.jpg,0.892,-0.039,1.776,0.186,2.665,0.501,3.468,0.913,4.187,1.467,4.819,2.116,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538979_001208.jpg,0.903,-0.031,1.789,0.183,2.639,0.537,3.450,0.985,4.175,1.530,4.815,2.173,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538979_001209.jpg,0.930,-0.024,1.822,0.227,2.676,0.572,3.445,1.016,4.179,1.599,4.784,2.284,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538979_001210.jpg,0.942,-0.019,1.837,0.221,2.653,0.606,3.431,1.086,4.127,1.666,4.784,2.340,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538979_001211.jpg,0.959,0.027,1.811,0.262,2.631,0.638,3.415,1.109,4.121,1.726,4.745,2.442,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538979_001212.jpg,0.943,0.032,1.848,0.299,2.672,0.667,3.420,1.180,4.087,1.795,4.724,2.550,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538980_001213.jpg,0.973,0.032,1.840,0.340,2.674,0.745,3.427,1.250,4.100,1.858,4.699,2.613,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538980_001214.jpg,1.009,0.073,1.880,0.372,2.672,0.774,3.437,1.317,4.077,1.969,4.684,2.716,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538980_001215.jpg,0.856,0.038,1.731,0.324,2.529,0.714,3.301,1.246,3.951,1.888,4.569,2.627,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538980_001216.jpg,0.890,0.019,1.732,0.343,2.543,0.765,3.278,1.292,3.983,1.917,4.530,2.705,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538980_001217.jpg,0.871,0.047,1.718,0.358,2.536,0.767,3.288,1.327,3.966,1.993,4.525,2.773,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538980_001219.jpg,0.900,0.092,1.765,0.421,2.560,0.859,3.284,1.404,3.947,2.103,4.505,2.964,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538980_001220.jpg,0.945,0.106,1.771,0.433,2.583,0.903,3.280,1.493,3.954,2.182,4.479,3.045,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538980_001221.jpg,0.949,0.128,1.790,0.487,2.564,0.956,3.314,1.525,3.920,2.270,4.468,3.169,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538980_001222.jpg,0.953,0.145,1.800,0.491,2.592,0.992,3.319,1.604,3.936,2.339,4.454,3.242,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538981_001223.jpg,0.806,0.099,1.659,0.428,2.461,0.913,3.200,1.511,3.831,2.234,4.367,3.126,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538981_001224.jpg,0.844,0.085,1.674,0.451,2.443,0.932,3.209,1.557,3.869,2.310,4.381,3.203,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538981_001229.jpg,0.954,0.148,1.771,0.542,2.601,1.078,3.340,1.754,3.947,2.585,4.464,3.554,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538981_001230.jpg,0.994,0.158,1.820,0.531,2.621,1.067,3.354,1.784,3.981,2.601,4.499,3.618,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538981_001231.jpg,0.852,0.100,1.687,0.453,2.500,0.970,3.250,1.669,3.897,2.470,4.439,3.474,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538982_001235.jpg,0.937,0.121,1.836,0.529,2.667,1.088,3.391,1.820,4.046,2.702,4.632,3.734,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538982_001237.jpg,0.822,0.057,1.701,0.451,2.544,1.035,3.299,1.734,3.981,2.650,4.600,3.718,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538982_001239.jpg,0.915,0.096,1.762,0.547,2.617,1.163,3.389,1.897,4.095,2.850,4.681,3.949,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538982_001240.jpg,0.953,0.139,1.809,0.573,2.639,1.200,3.417,1.982,4.106,2.949,4.714,4.036,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538982_001241.jpg,0.992,0.177,1.886,0.629,2.693,1.267,3.451,2.063,4.159,3.016,4.746,4.183,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538983_001242.jpg,0.993,0.164,1.891,0.659,2.714,1.278,3.486,2.119,4.211,3.118,4.797,4.236,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538983_001243.jpg,1.043,0.177,1.920,0.679,2.789,1.309,3.548,2.160,4.265,3.171,4.910,4.307,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538983_001244.jpg,0.889,0.111,1.779,0.588,2.665,1.194,3.448,2.024,4.193,3.015,4.869,4.132,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538983_001245.jpg,0.907,0.151,1.841,0.639,2.709,1.255,3.544,2.097,4.281,3.101,4.920,4.202,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538983_001247.jpg,1.050,0.183,1.946,0.690,2.817,1.360,3.663,2.193,4.421,3.256,5.116,4.323,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538983_001248.jpg,0.910,0.122,1.818,0.606,2.706,1.253,3.573,2.064,4.358,3.108,5.080,4.156,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538983_001250.jpg,0.955,0.158,1.924,0.620,2.825,1.320,3.714,2.183,4.554,3.184,5.267,4.200,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538984_001255.jpg,1.022,0.157,2.028,0.695,3.044,1.399,3.966,2.260,4.865,3.160,5.663,4.054,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538984_001257.jpg,1.151,0.204,2.204,0.751,3.212,1.481,4.158,2.333,5.082,3.225,5.866,3.993,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538984_001258.jpg,0.996,0.135,2.064,0.652,3.092,1.354,4.061,2.180,5.010,3.046,5.814,3.792,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538984_001260.jpg,1.132,0.199,2.206,0.705,3.274,1.456,4.283,2.232,5.208,2.973,6.048,3.678,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538984_001261.jpg,0.992,0.136,2.078,0.615,3.165,1.340,4.193,2.091,5.135,2.808,5.993,3.492,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538985_001262.jpg,1.065,0.156,2.190,0.667,3.252,1.349,4.298,2.074,5.242,2.810,6.090,3.414,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538985_001263.jpg,1.126,0.163,2.249,0.686,3.373,1.353,4.380,2.078,5.359,2.745,6.180,3.311,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538985_001264.jpg,1.246,0.183,2.369,0.721,3.451,1.391,4.520,2.105,5.428,2.721,6.232,3.209,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538985_001265.jpg,1.087,0.126,2.221,0.639,3.318,1.285,4.402,1.975,5.324,2.570,6.138,3.040,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538985_001266.jpg,1.163,0.186,2.306,0.680,3.458,1.319,4.466,1.966,5.397,2.546,6.220,3.001,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538985_001267.jpg,1.211,0.180,2.389,0.746,3.512,1.345,4.546,1.924,5.491,2.481,6.280,2.906,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538985_001268.jpg,1.309,0.229,2.453,0.761,3.588,1.337,4.624,1.938,5.546,2.421,6.309,2.775,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538985_001269.jpg,1.159,0.192,2.312,0.707,3.454,1.267,4.499,1.854,5.427,2.323,6.196,2.667,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538986_001272.jpg,1.189,0.212,2.364,0.702,3.533,1.236,4.527,1.700,5.398,2.054,6.186,2.350,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538986_001273.jpg,1.265,0.234,2.495,0.705,3.584,1.205,4.587,1.649,5.465,1.986,6.219,2.215,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538986_001274.jpg,1.107,0.176,2.347,0.620,3.446,1.095,4.459,1.517,5.344,1.834,6.103,2.046,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538986_001275.jpg,1.227,0.239,2.430,0.654,3.543,1.062,4.564,1.463,5.410,1.758,6.127,1.952,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538986_001276.jpg,1.294,0.240,2.506,0.628,3.625,1.057,4.612,1.386,5.421,1.615,6.143,1.792,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538986_001277.jpg,1.150,0.187,2.370,0.550,3.497,0.956,4.490,1.266,5.305,1.478,6.029,1.640,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538986_001278.jpg,1.264,0.180,2.445,0.562,3.581,0.897,4.536,1.184,5.354,1.377,6.037,1.523,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538986_001279.jpg,1.347,0.217,2.581,0.574,3.633,0.887,4.547,1.109,5.369,1.286,6.054,1.372,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538986_001280.jpg,1.203,0.163,2.444,0.495,3.502,0.787,4.420,0.990,5.246,1.151,5.933,1.223,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538987_001281.jpg,1.333,0.143,2.490,0.455,3.553,0.725,4.475,0.910,5.256,1.011,5.946,1.115,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538987_001282.jpg,1.406,0.160,2.566,0.400,3.635,0.647,4.516,0.815,5.254,0.901,5.943,0.945,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538987_001283.jpg,1.245,0.098,2.410,0.312,3.484,0.536,4.368,0.684,5.108,0.754,5.797,0.783,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538987_001285.jpg,1.183,0.011,2.361,0.224,3.392,0.365,4.230,0.439,4.972,0.479,5.617,0.486,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538987_001286.jpg,1.258,0.010,2.434,0.152,3.423,0.277,4.263,0.332,4.960,0.364,5.605,0.356,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538987_001287.jpg,1.396,0.000,2.485,0.135,3.423,0.203,4.263,0.241,4.953,0.213,5.598,0.193,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538987_001288.jpg,1.246,-0.054,2.338,0.059,3.277,0.108,4.118,0.130,4.807,0.089,5.452,0.056,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538987_001289.jpg,0.059,-1.026,0.180,-2.217,0.227,-3.533,0.150,-4.776,-0.052,-5.946,-0.414,-6.988,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538988_001290.jpg,1.128,-0.125,2.222,-0.044,3.163,-0.023,3.950,-0.060,4.647,-0.077,5.236,-0.163,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538988_001291.jpg,1.192,-0.177,2.288,-0.114,3.184,-0.097,3.926,-0.137,4.612,-0.210,5.199,-0.306,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538988_001292.jpg,1.281,-0.184,2.322,-0.171,3.163,-0.201,3.904,-0.252,4.545,-0.324,5.142,-0.384,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538988_001293.jpg,0.211,-0.947,0.215,-2.132,0.252,-3.373,0.176,-4.677,-0.021,-5.901,-0.325,-7.000,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538988_001294.jpg,1.186,-0.274,2.183,-0.276,3.022,-0.328,3.718,-0.386,4.357,-0.475,4.939,-0.596,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538988_001295.jpg,0.237,-0.878,0.244,-1.975,0.269,-3.173,0.210,-4.488,0.033,-5.721,-0.262,-6.871,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538988_001296.jpg,1.072,-0.288,2.011,-0.339,2.850,-0.407,3.530,-0.522,4.168,-0.623,4.704,-0.742,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538988_001297.jpg,1.102,-0.325,2.041,-0.385,2.821,-0.492,3.515,-0.570,4.093,-0.707,4.672,-0.845,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538988_001298.jpg,0.347,-0.944,0.296,-1.983,0.290,-3.181,0.212,-4.451,0.090,-5.707,-0.205,-6.906,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538988_001299.jpg,0.371,-0.774,0.302,-1.712,0.276,-2.808,0.237,-4.093,0.154,-5.363,-0.060,-6.590,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538989_001300.jpg,0.372,-0.934,0.303,-1.872,0.276,-2.969,0.236,-4.254,0.153,-5.524,-0.061,-6.750,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538989_001301.jpg,0.397,-0.721,0.343,-1.616,0.318,-2.713,0.265,-3.897,0.183,-5.167,0.044,-6.466,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538989_001302.jpg,0.381,-0.882,0.332,-1.778,0.313,-2.874,0.266,-4.058,0.191,-5.329,0.058,-6.628,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780538989_001303.jpg,0.416,-0.725,0.342,-1.563,0.315,-2.559,0.276,-3.743,0.267,-4.985,0.143,-6.285,0
